hike_id,name,n_records,n_users,avg_dist_km,avg_uphill,avg_diff,lat_center,lon_center
3 day tour sottoceneri_45.95_8.92,3 day tour sottoceneri,2,1,62.048559215326215,543.7929999999999,3,45.95016940031201,8.921536258421838
3 giorni al rif crete seche_45.88_7.4,3 giorni al rif. Crete Seche,1,1,11.833230769279364,984.619,2,45.88240615557879,7.40172806661576
3 tage im yellowstone national park_44.42_-110.57,3 Tage im Yellowstone National Park,2,1,1.382729538747603,10.899999999999636,2,44.4167975,-110.572009
3 weihnachtstag 2015 herbstlich hoher strau berg_47.54_10.82,3. Weihnachtstag 2015: Herbstlich Hoher Straußberg,2,1,13.666971421809983,1117.342,4,47.53611068241298,10.819267532788217
3000m circuit of the lac de moiry_46.13_7.59,"""3000m"" circuit of the Lac de Moiry",2,1,12.181155274038636,1264.1758303644492,5,46.125726,7.5929965
33e course p destre thyon dixence_46.13_7.38,33e course pédestre Thyon-Dixence,1,1,15.623670407559935,687.559999999999,2,46.1307175,7.3846625
3v tappa n 3 a modo mio_45.87_8.74,3V - Tappa n.3…..a modo mio,2,1,12.150727670749585,1066.481,2,45.86713990196586,8.740174882113934
3v tappe 4 5 cittiglio sasso del ferro pizzoni monte nudo casalzuigno cittiglio_45.91_8.67,3V - Tappe 4 & 5-Cittiglio-Sasso del Ferro-Pizzoni-Monte Nudo-Casalzuigno-Cittiglio,2,1,23.657078377001678,1399.4460000000004,2,45.91001698281616,8.671339340507984
3x 3000 quasi 4 pizzo croslina tencia tenca quasi penca_46.45_8.75,"3x 3000 quasi 4 - Pizzo Croslina, Tencia, Tenca quasi Penca",1,1,21.50251216309256,2475.5989501953113,5.25,46.44686317443848,8.746237754821777
4 1 2 gipfeli wanderung bei lenzburg 405m_47.38_8.19,4 1/2 - Gipfeli - Wanderung bei Lenzburg ( 405m ),1,1,12.131918011397069,380.9259887695314,1,47.37661933898926,8.188488006591797
4 5 6 agosto 2012 3 giorni in val passiria_46.78_11.06,4-5-6 agosto 2012 3 giorni in Val Passiria,2,1,15.602207031190387,751.780114746093,4,46.77512550354005,11.057256221771251
4 seen wanderung hohmad_46.78_8.33,4 Seen Wanderung & Hohmad,2,1,15.718391656419238,847.2599999999995,3,46.7830845,8.332873
4 soli alla croce di muggio giornatona in val muggiasca_46.06_9.33,4 soli alla Croce di Muggio: giornatona in Val Muggiasca,1,1,21.37555519528039,1742.0899999999997,2,46.060193,9.3329545
4 tage rund um die chamanna jenatsch mit tschima da flix 3313m_46.54_9.78,4 Tage rund um die Chamanna Jenatsch mit Tschima da Flix (3313m),2,1,12.226118685146373,57.600000000000136,4,46.544346000000004,9.784539
4 tagestour ber und um den pizzo campo tencia_46.46_8.73,4 Tagestour über und um den Pizzo Campo Tencia,1,1,7.070718807826748,733.7719999999999,4,46.4618270472,8.726051962
4000er im hohen atlas vol 2_31.1_-7.93,4000er im Hohen Atlas - Vol. 2,1,1,11.134448199144925,1494.9999999999995,5,31.101251245,-7.925321455
41 esimo ed ultimo 3000 ticinese rheinquellhorn 3200m_46.5_9.13,41°Esimo ed Ultimo 3000 Ticinese RheinquellHorn 3200m,2,1,17.296174331489926,958.1039999999992,4.25,46.50275818537921,9.130290364846587
5 gipfel rund um den hinterwaldkopf_47.92_8.03,5 Gipfel rund um den Hinterwaldkopf,1,1,26.39205992008805,1057.11,3,47.917847,8.029135499999999
5 gipfeltour im estergebirge_47.54_11.16,5-Gipfeltour im Estergebirge,1,1,17.193702622470173,1736.8109999999997,4,47.5407285,11.15679605
5 seen wanderung und f hn kapriolen_46.98_9.4,5-Seen-Wanderung und Föhn-Kapriolen,1,1,9.772926383205336,572.1770000000001,2,46.984740206971765,9.403033261187375
5 seenweg zermatt_46.01_7.79,5 Seenweg (Zermatt),2,1,12.154415029278763,265.74000000000024,2,46.011322,7.790099
5 terre anello monterosso santuario della madonna di soviore p ta mesco monterosso_44.15_9.65,"5 Terre anello Monterosso, Santuario della Madonna di Soviore, P.ta Mesco, Monterosso",2,1,11.753005291646287,628.027,2,44.15187050588429,9.645780972205102
5 terre anello monterosso vernazza santuario madonna di reggio santuario madonna di soviore mon_44.15_9.67,"5 Terre: Anello Monterosso, Vernazza, Santuario Madonna di Reggio, Santuario Madonna di Soviore, Mon",2,1,14.012428238296096,728.343,2,44.14717588573694,9.667479204945266
50 tremila catinaccio di antermoia 3004 m_46.48_11.6,50 TREMILA!!! Catinaccio di Antermoia 3004 m,2,1,11.79803805368851,1890.3880000000004,3.25,46.48054413031787,11.60290276631713
5x 3000 del paradiso l gia baratin cramorino vogelberg e rheinquellhorn_46.47_9.05,"5x 3000 del Paradiso (Lògia, Baratin, Cramorino, Vogelberg e Rheinquellhorn)",1,1,17.993292056858202,1542.645776367188,5.25,46.46708297729492,9.050684452056885
6 ore pastrengo trail_45.5_10.81,6 Ore Pastrengo Trail,2,1,6.462330595870869,220.08000000000004,2,45.4954735,10.8085705
6 unbekannte gipfel westlich von sch nau_47.77_7.92,6 unbekannte Gipfel westlich von Schönau,1,1,26.08222652588931,1148.81,3,47.772767,7.9243559999999995
60 e non sentirli al rifugio san lucio_46.1_9.08,"60 e....non sentirli, al Rifugio San Lucio",2,1,12.582098226635544,1109.5329999999997,2,46.097854,9.07681835
666 i corni del diavolo_45.83_10.29,666..... I Corni del Diavolo.,1,1,15.216225557228569,955.47,4,45.8347096,10.2917681
7 eggen h henweg_47.41_9.4,7-Eggen-Höhenweg,2,1,7.4656057991455675,188.82001342773435,1,47.40607614163309,9.398121004924178
7 seenwanderung in st moritz_46.48_9.83,7 Seenwanderung in St. Moritz,1,1,12.236343878207244,191.5000000000009,1,46.478667,9.833745
8a lago maggiore half marathon 2015_45.91_8.52,8a Lago Maggiore Half Marathon 2015,2,1,21.277923727548487,363.3999999999999,1,45.906354,8.5224555
90 jahre lustenauer h tte 1243m_47.38_9.81,90 Jahre Lustenauer Hütte (1243m),1,1,19.959951955581424,894.0840000000002,3,47.37999467645,9.8083004169
90 zeiritzkampel 2125 m und 100 achnerkuchel 1824 m_47.48_14.75,"90 % Zeiritzkampel, 2125 m und 100% Achnerkuchel, 1824 m",1,1,12.268466065049784,1244.195,4,47.4772923114,14.746441589700002
a 78 metri dal monte giove mt 1298 rinviato spero_46.07_8.68,...a 78 metri dal   MONTE GIOVE (mt:1298) rinviato???? spero......,1,1,11.266369727690888,969.506,1,46.073858599999994,8.680611
a cavallo della giumenta_45.83_9.45,"A cavallo della ""Giumenta"".....",1,1,14.14443726603326,847.8429999999993,3,45.83300305,9.45039005
a filo di morena fino al lago delle locce m 2223_45.95_7.92,"A ""filo di morena"" fino al lago delle Locce (m 2223)",1,1,7.425821336419849,324.78300000000013,2,45.953428954817355,7.917321310378611
a latere dell alp de volt tremezzo e crocione_46.01_9.17,A latere dell'Alp de Volt... Tremezzo e Crocione.,2,1,12.848439430806765,376.21799999999985,2,46.007982049999995,9.173065399999999
a mesd sul piz mezd 2 992m_46.48_9.85,A mesdì....sul Piz Mezdì 2.992m!,2,1,13.136207601391657,1264.3265379799998,3,46.478090449999996,9.85069295
a nave c del porno_45.61_10.29,A Nave c'è del Porno...,2,1,8.909592912880974,849.6120000000002,3,45.60630205,10.28786655
a passo lento nelle terre di canossa_44.38_10.28,A passo lento nelle terre di Canossa,1,1,5.630673781300948,428.2940000000003,2,44.37891045,10.28133015
a picco sull oceano punta de gayo_29.17_-13.51,A picco sull'Oceano: Punta de Gayo,1,1,6.81246975364777,208.89900000000017,2,29.1705564223,-13.5088154487
a saute bisses entre val d h rens et val de nendaz trailrun_46.19_7.36,A saute-bisses entre Val d'Hérens et Val de Nendaz [trailrun],1,1,37.02500786456528,1061.2999999999995,2,46.191085,7.357618499999999
a spasso in val viola_46.42_10.18,A spasso in Val Viola,2,1,19.58617356893602,769.2621215820252,2,46.4238338470459,10.177215099334749
a spasso per cala gonone monte tului 900 m_40.27_9.61,A spasso per Cala Gonone (Monte Tului 900 m.),1,1,15.76231904988467,857.657,2,40.27040993668362,9.608381170084645
a spasso sopra schilpario la continuazione_46.03_10.14,A spasso sopra Schilpario - La continuazione,1,1,29.322351879407538,1598.7170000000006,3.25,46.03406198322773,10.13936111703515
a spasso sopra schilpario_46.03_10.17,A spasso sopra Schilpario,1,1,25.19089663004588,1673.744,3.25,46.03245420847088,10.166649869643152
a tutto c un limite monte armelio appennino piacentino_44.79_9.47,A tutto c'è un limite... Monte Armelio. Appennino Piacentino.,2,1,10.893898455647586,456.2049999999999,2,44.7946734,9.4730658
a visit to martinsloch from elm_46.91_9.2,A visit to Martinsloch from Elm,2,1,12.555824507988087,1933.3,4.25,46.908442879999996,9.204955975
a volte ritornano giro alto attorno ai laghi di chi ra_46.52_8.77,A volte ritornano - Giro alto attorno ai laghi di Chièra,1,1,9.839039742620905,1032.8392486624723,5,46.515826000000004,8.7691375
a volte ritornano i tre pizzi_45.97_9.79,A volte ritornano.....i Tre Pizzi,2,1,7.730338053255625,624.6400000000003,2,45.969018000000005,9.788120549999999
a zonzo con sci ciaspole tra brinzio e martica_45.89_8.79,A zonzo con Sci & Ciaspole tra Brinzio e Martica,1,1,3.166101961107214,39.412000000000035,2,45.885828360915184,8.788340482860804
a zonzo per le orobie monte sasna m 2310_46.02_10.04,A zonzo per le Orobie: Monte Sasna m.2310,1,1,9.921401675225805,915.679,2,46.0228283753963,10.037613805544954
a zonzo sopra il lago di pescegallo_46.04_9.58,A zonzo sopra il Lago di Pescegallo,1,1,8.981539354040942,842.7127778071363,3,46.03623536909798,9.583924732183739
abseits der wege_47.05_9.76,Abseits der Wege,1,1,6.255966596210575,402.3090000000002,5,47.050520500000005,9.763549999999999
abstecher aufs hundalmjoch_47.56_12.03,Abstecher aufs Hundalmjoch,1,1,34.02813764083545,1253.7609999999986,2,47.55921602714807,12.034638212062418
abwechslungsreiche tour zur rappenspitze und zum lunstkopf_47.41_11.64,Abwechslungsreiche Tour zur Rappenspitze und zum Lunstkopf,1,1,9.7089870323547,1352.0400000000002,4,47.41017401218414,11.635001264512539
abwegig an girenspitz chammhalde unterwegs_47.25_9.33,Abwegig an Girenspitz & Chammhalde unterwegs,2,1,8.611579566728492,1152.2199999999996,5,47.2549455,9.330607
accesso al rifugio marco balicco m 1965 dalla fraccia valle brembana_46.05_9.65,Accesso al Rifugio Marco Balicco (m 1965) dalla Fraccia - Valle Brembana,1,1,6.410108587761035,487.14799999999946,2,46.04789392556995,9.65441835578531
achalm auf den reutlinger hausberg_48.49_9.24,Achalm - auf den Reutlinger Hausberg,1,1,8.229423810166878,300.29381097000004,2,48.48624255,9.237732300000001
achenseer hochplatte alles andere als ein verlegenheitsziel_47.54_11.68,"Achenseer Hochplatte, alles andere als ein Verlegenheitsziel.",1,1,6.059027801991519,1.3439999999998236,2,47.540005962364376,11.67872286401689
achenseer hochplatte statt lerchkogel_47.54_11.67,Achenseer Hochplatte statt Lerchkogel,1,1,12.426427352373636,926.5230000000004,2,47.536491975188255,11.674676542170346
ackerl und mauckspitze 2329m 2231m sprung ins kalte wasser_47.54_12.34,"Ackerl - und Mauckspitze (2329m, 2231m) - Sprung ins kalte Wasser",2,1,6.507207956544011,1470.5200439453058,5,47.543306350708,12.343297958374
acquacheta neve in romagna_43.98_11.67,Acquacheta - Neve in Romagna?,1,1,11.776658957976297,533.4982000000007,2,43.983160518,11.665789
across lenzer horn 2906 m_46.72_9.58,Across Lenzer Horn (2906 m),2,1,19.86306437428932,1715.3000000000002,4.25,46.718802370000006,9.583729775
adamello 3554 m via terzulli_46.14_10.45,Adamello 3554 m - Via Terzulli,1,1,20.782659201682986,1999.154000000001,5.25,46.14109750371426,10.452379183843732
adamello passeggiando sulla lobbia_46.18_10.58,Adamello : Passeggiando sulla Lobbia,1,1,7.387798427028689,1370.5200439453124,5,46.182781336829066,10.584905832074583
adda sponda bergamasca da trezzo a brivio_45.67_9.49,Adda - Sponda Bergamasca da Trezzo a Brivio,2,1,22.34017536518069,544.6999999999998,1,45.674802,9.4867885
adler horst via panoramaweg e waldweg_47.49_10.59,Adler Horst via Panoramaweg e Waldweg,1,1,8.189335100120362,381.60000000000014,1,47.49127035,10.585066999999999
adlerflug mit s dgrat zum ruchen_47.08_9.13,Adlerflug mit Südgrat zum Ruchen,1,1,5.95536586686495,714.7400024414062,6,47.07980092149228,9.133529970422387
adlerspitzli 1455m inkl ruchband_47.03_8.68,Adlerspitzli 1455m inkl. Ruchband,1,1,5.79066012097655,609.6249999999998,5.75,47.026017475900005,8.683746652650001
adonis bl te ifil wasserleitu und wolfspfad_46.3_7.75,"Adonis-Blüte, Ifil-Wasserleitu und Wolfspfad",2,1,16.376551275346376,951.5379999999996,2,46.2972788047,7.74631049485
adrenalinrausch in engelberg klettersteig f renwand_46.81_8.45,Adrenalinrausch in Engelberg (Klettersteig Fürenwand),2,1,23.76671925491286,893.35390617,2,46.8063301,8.45057345
adula rheinwaldhorn via malvaglia_46.48_9.03,Adula - Rheinwaldhorn via Malvaglia,1,1,18.265295344305645,1831.431,4,46.47777625825256,9.025712376460433
adulajoch 3166 m_46.5_8.97,Adulajoch (3166 m),2,1,7.302469200379321,1223.2799560546875,4.75,46.49700740352273,8.974678572267294
adventswanderung eggerberg birgisch sonne wolken schnee_46.31_7.92,"Adventswanderung Eggerberg - Birgisch: Sonne, Wolken, Schnee",1,1,9.574468136643132,472.9179999999999,2,46.31479735951871,7.915938505902886
ageteplatte_47.27_9.4,Ageteplatte,2,1,14.250463391256888,792.1329999999998,3,47.26951448712498,9.398997500538826
aggenstein 1985m von gr n lumberg am 2 weihnachtsfeiertag_47.53_10.56,"Aggenstein, 1985m von Grän (Lumberg) am 2. Weihnachtsfeiertag",2,1,10.286921783209072,867.5880000000002,3.25,47.525391820799996,10.5638357811
aggenstein und breitenberg_47.55_10.55,Aggenstein und Breitenberg,2,1,17.299341607475846,1297.21,3,47.5509665,10.5501565
ahornen rundtour_47.09_8.99,Ahornen Rundtour,1,1,12.91945594130081,553.4999999999997,2,47.088669499999995,8.992155499999999
ahornspitze 2973 m_47.13_11.89,Ahornspitze (2973 m),1,1,10.565577702644791,1045.7180000000003,3,47.13171696290374,11.894211494363844
aiarlo di dentro 1484 m e c sta di p pa 1524 m_46.25_8.72,Aiarlo di Dentro (1484 m) e Còsta di Pèpa (1524 m),1,1,10.405709670822727,1308.1825625,2,46.24875948764384,8.72369249816984
aiarlo di dentro en boucle de gordevio a maggia_46.24_8.73,Aiarlo di dentro : en boucle de Gordevio a Maggia,2,1,14.27951272227235,1237.799987792969,2,46.23803475871682,8.733472167514265
aiguille d artanavaz 3070 m_45.81_7.08,Aiguille d'Artanavaz (3070 m),1,1,14.507815360530946,1306.2351809000002,3,45.806956,7.0840024
aiguille du pouce face sud voie des dalles_45.97_6.87,"Aiguille du Pouce, face sud : Voie des Dalles",1,1,4.7959899752471475,711.3801269531245,5,45.97097739111632,6.865108064375818
aiguille pers 3386m ber dem col de l iseran_45.43_7.05,Aiguille Pers (3386m) über dem Col de l´Iseran,2,1,3.019028635376155,3.3649999999997817,2,45.4264307,7.0544961
aiguilles de la l p3178_46.1_7.59,Aiguilles de la Lé (P3178),2,1,8.678254108841038,799.8999755859372,3.75,46.09817562159151,7.591456971131265
aiguillette des posettes 2201m_46.01_6.94,Aiguillette des Posettes (2201m),1,1,7.494263864007917,797.4079999999999,2,46.01098488550633,6.9426491763442755
aiplspitz mit hei enplatte und kleinmiesing_47.68_11.94,Aiplspitz mit Heißenplatte und Kleinmiesing,1,1,13.88746278211235,1125.751806640613,3,47.6839485168457,11.94314432144165
aiplspitze 1759 m vom spitzingsattel ber den j gerkamp_47.67_11.9,Aiplspitze (1759 m) - vom Spitzingsattel über den Jägerkamp,2,1,10.573646146460693,706.9240000000002,4,47.6680355,11.9027055
airolo pizzo canariscio 2523 m passo del san gottardo_46.54_8.6,Airolo – Pizzo Canariscio (2523 m) – Passo del San Gottardo,1,1,15.77087279960956,1391.803,3,46.54338849708438,8.599521978758276
al forte di orino dalla dorsale nord campo dei fiori_45.88_8.73,Al Forte di Orino dalla dorsale Nord - Campo dei Fiori,1,1,7.264821757841207,687.3889999999999,3,45.878088763,8.7273818348
al forte di orino sotto la neve_45.88_8.73,Al Forte di Orino sotto la neve,1,1,7.654411535676985,709.0202387999999,4,45.878153499999996,8.726493999999999
al monte chiusarella con kik_45.86_8.82,Al Monte Chiusarella con Kikò,1,1,8.504615666777678,436.3904662599999,2,45.86121096275747,8.81655887234956
al monte gradiccioli per l infinita cresta est_46.07_8.88,Al Monte Gradiccioli per l'infinita cresta Est,2,1,15.290287495260772,1111.618,2,46.066062329337,8.884291565045714
al pojala_46.33_8.31,Al Pojala,1,1,12.791004045911421,722.4430000000007,2,46.328679132299996,8.30769646445
al rif locatelli attraverso una val fiscalina incantata_46.65_12.33,Al Rif. Locatelli attraverso una Val Fiscalina incantata!,2,1,13.578690832938424,993.4266357400004,3,46.651888549999995,12.332756400000001
al rifugio barba ferrero m 2247_45.89_7.92,Al Rifugio Barba-Ferrero (m 2247),1,1,8.220019208536813,996.3090000000002,2,45.89412602595985,7.918255599215627
al san martino sulla linea cadorna_45.93_8.76,Al San Martino sulla Linea Cadorna,1,1,5.701787343079903,826.0400000000003,2,45.929945000000004,8.756441500000001
al san primo col paolino_45.91_9.22,Al San Primo col Paolino,1,1,9.00048974423338,673.6789999999999,2,45.907036250000004,9.22421905
al sosto 2221 m non sosto_46.54_8.96,...al SOSTO (2221 m) non sosto...,2,1,11.550669654119163,1245.0000000000002,4.25,46.540156486499995,8.956220057
al vaccaro sulle orme del grandemago_45.9_9.87,Al Vaccaro sulle orme del Grandemago,1,1,22.55549341355234,1696.5829999999996,3,45.90053562540561,9.87392091192305
al vach monte vago_46.44_10.07,Al Vach (Monte Vago),2,1,7.740504006495362,724.6460000000006,3.75,46.439279434300005,10.067194188
alb belvedere campolaro bazena m frerone_45.93_10.38,Alb. Belvedere Campolaro Bazena M. Frerone,1,1,22.580260300675686,1353.6999999999998,3,45.9299449920654,10.38421440124515
alben due uomini in cresta per non parlare del ciclista_45.86_9.76,"Alben, due uomini in cresta (per non parlare del ciclista)",1,1,13.042334156154977,1123.596,3,45.860591498203576,9.763109511695802
albert heim hutte 2541 canton uri_46.6_8.46,Albert Heim Hutte (2541)- Canton Uri,1,1,6.761280026679366,432.06457510000064,2,46.6015705,8.463996
albishorn 909m b rglen 915m hochwacht 878m_47.26_8.54,"Albishorn ( 909m ), Bürglen ( 915m ) & Hochwacht ( 878m )",2,1,6.813642270355272,403.2000000000001,1,47.25844287313521,8.535631382837892
albristhorn 2762_46.48_7.49,Albristhorn (2762),2,1,16.488389366484082,915.7040000000006,3.25,46.47923517040908,7.494685719721019
albrun aber anders_46.35_8.25,Albrun... aber anders,1,1,19.70485476797769,1091.9209999999996,3,46.345897740699996,8.247403339449999
albrunpass_46.35_8.25,Albrunpass,1,1,18.02913913638643,1066.4770000000003,2,46.35420999025,8.2473008288
aletsch zum anfassen rundtour zum m rjelensee_46.42_8.09,Aletsch zum Anfassen: Rundtour zum Märjelensee,1,1,13.91605578214234,500.4000976562511,3,46.4244383526966,8.092956505715847
aletschtour bettmeralp_46.39_8.05,Aletschtour (Bettmeralp),1,1,7.002458117013802,614.4599609374995,2,46.39463880099356,8.047622605226934
all acqua ried brig_46.48_8.44,All'Acqua - Ried Brig,2,1,8.411193051807716,750.1200683593756,3,46.47593936417252,8.442690032534301
all attacco del pizzo formico_45.84_9.92,All'attacco del Pizzo Formico!,2,1,6.543270663810041,358.57100000000037,2,45.83986165,9.91603715
all ombra del re di pietra viso mozzo m 3019_44.68_7.1,"All'ombra del ""Re di pietra"", Viso Mozzo m.3019",1,1,14.18467789041021,1145.2780000000014,3,44.68339410144836,7.101148786023259
alla baia di s fedelino sull antica via regina_46.21_9.41,Alla baia di S. Fedelino sull'antica Via Regina,1,1,15.537182865667612,522.5,2,46.21015548706055,9.410399913787842
alla capanna bardugh con vin brul_46.23_8.87,Alla Capanna Bardughè con Vin-Brulè,2,1,8.082059177390205,966.235,2,46.2301458,8.86783315
alla casa dei pagani per la via mong danicomo_45.88_8.99,Alla Casa dei Pagani per la via Mong-Danicomo,2,1,1.3605504677469578,210.0499999999999,6,45.87839357089251,8.988642739132047
alla caviglia del sassariente_46.2_8.89,"Alla ""caviglia"" del Sassariente",2,1,7.322686526134208,663.825,3,46.1991881,8.89050255
alla chiesetta di san calimero m 1493_45.96_9.43,Alla chiesetta di San Calimero (m 1493),1,1,11.766658660178365,893.403,2,45.95760305877775,9.430695176124573
alla foppa del mercato il diavolo veste prada_45.83_10.29,Alla Foppa del Mercato il Diavolo veste Prada...,1,1,16.51622543331688,1211.6070000000004,3,45.83252035,10.28668935
alla ricerca del selvadego sul confine bergamasco_46.03_9.58,Alla ricerca del selvadego sul confine bergamasco,1,1,15.90072973439575,1333.7170000000008,3,46.029314549999995,9.57772165
alla ricerca dell alpe forno superiore devero_46.34_8.28,Alla ricerca dell'Alpe Forno superiore (Devero),1,1,23.199731233255058,956.01,2,46.3410735,8.283777
alla ricerca dello schwarzerspitz 2851 mt_46.98_12.08,Alla ricerca dello Schwarzerspitz.... 2851 mt,2,1,9.61884410007123,1184.816,3.75,46.9751671,12.0777045
alla scoperta del territorio dalla maroggia_46.19_9.69,Alla scoperta del territorio dalla Maroggia,1,1,15.48162336865799,1152.16823930667,2,46.190897,9.6945695
alla scoperta della val bognanco verosso mattaroni tirone_46.16_8.17,Alla scoperta della Val Bognanco: Verosso + Mattaroni + Tirone,1,1,12.50115730304329,894.732,3.25,46.15506858565,8.1702873157
alla scoperta di monte isola_45.7_10.08,Alla scoperta di Monte Isola,1,1,7.925849417802432,430.81724072926016,1,45.69994363265532,10.08308262278759
alle guten dinge sind drei steghore und l mmerehore_46.41_7.57,alle guten Dinge sind drei .. Steghore und Lämmerehore,1,1,0.9686573345826636,2872.1400000000003,4.25,46.4083844,7.5717317
alle sechs extrempunkte von sylt nf_54.83_8.29,Alle sechs Extrempunkte von Sylt NF,2,1,17.1991484351156,7.766000000000003,1,54.82789818665,8.29386728815
alle sorgenti dell enna e verso morterone_45.88_9.51,Alle sorgenti dell'Enna e verso Morterone,1,1,10.671842482614585,355.8999145507827,2,45.883998870849595,9.51441192626953
alles m rtsche rund um den m rtschenstock fulen gipfel fast_47.09_9.15,Alles Mürtsche (Rund um den Mürtschenstock + Fulen Gipfel (fast)),1,1,22.19740871861483,1834.6879,4.75,47.087685,9.145681499999998
allg uer wandertrilogie etappe 16 bolsternang isny_47.66_10.07,Allgäuer Wandertrilogie Etappe 16: Bolsternang-Isny,2,1,24.749672678657124,602.003,1,47.6614223141,10.0708138291
allg uer wandertrilogie etappe 17 blockh usle bolsternang_47.7_10.15,Allgäuer Wandertrilogie Etappe 17: Blockhäusle-Bolsternang,1,1,20.60058485290254,617.6419999999999,1,47.7019277774,10.1477587782
allg uer wandertrilogie etappe 18 durach blockh usle_47.71_10.27,Allgäuer Wandertrilogie Etappe 18: Durach-Blockhäusle,2,1,21.556391873606973,600.7459999999999,1,47.711078217250005,10.26878218635
allg uer wandertrilogie etappe 35 immenstadt oberstaufen ber die salmaser h he_47.57_10.12,Allgäuer Wandertrilogie Etappe 35: Immenstadt-Oberstaufen über die Salmaser Höhe,2,1,26.675295670535416,888.5,2,47.57071050815,10.1211180305
allg uer wandertrilogie etappe 36 oberstaufen oberreute_47.56_9.99,Allgäuer Wandertrilogie Etappe 36: Oberstaufen-Oberreute,2,1,14.016288477740723,447.0309999999999,1,47.55739451385,9.989928589249999
allg uer wandertrilogie etappe 37 oberreute weiler_47.56_9.93,Allgäuer Wandertrilogie Etappe 37: Oberreute-Weiler,2,1,17.710483127234205,510.5480000000007,1,47.558144861849996,9.9319136655
alm santuario della corna busa costa strozza_45.77_9.57,Almè Santuario della Corna Busa Costa Strozza,1,1,24.49217195350313,893.2990081787109,2,45.767696380615206,9.56505870819092
almagellerhorn 3327m depuis saas almagell_46.09_7.98,"Almagellerhorn (3327m), depuis Saas Almagell",1,1,13.449430979767543,1597.6,4.25,46.0873255,7.975604499999999
